# Data from http://colorpipe.mikrosimage.eu/wp-content/uploads/2012/03/CIC_Sarlat_draft.pdf
Red,380.0,5.0,0.0,0.00843373,0.0180723,0.026506,0.0228916,0.0180723,0.0180723,0.0180723,0.0168675,0.0144578,0.0144578,0.0156627,0.0108434,0.0108434,0.00963855,0.0060241,0.00722892,0.00722892,0.00843373,0.00722892,0.00843373,0.00963855,0.00843373,0.00963855,0.0108434,0.0108434,0.0144578,0.0156627,0.0192771,0.026506,0.0289157,0.0253012,0.0253012,0.0228916,0.0204819,0.0192771,0.0192771,0.0240964,0.0349398,0.0807229,0.215663,0.463855,0.686747,0.840964,0.926506,0.946988,0.921687,1.0,0.979518,0.973494,0.96988,0.885542,0.849398,0.79759,0.596907,0.359036,0.173494,0.0831325,0.0433735,0.0253012,0.0108434,0.0108434,0.00607362,0.00531442,0.00455522,0.00227761,0.00455522,0.00303681,0.00379601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,380.0,5.0,0.0,0.00607362,0.00683282,0.00986963,0.0129064,0.0151841,0.0167025,0.0197393,0.0212577,0.0220169,0.0235353,0.0227761,0.0265721,0.0334049,0.0394785,0.0432745,0.0440337,0.0470706,0.0569402,0.071365,0.0926227,0.12375,0.155637,0.203466,0.236871,0.286219,0.332531,0.370491,0.413765,0.467669,0.534479,0.592937,0.630897,0.621028,0.566365,0.531442,0.495759,0.460077,0.424394,0.386434,0.338604,0.280905,0.227002,0.179172,0.134379,0.104011,0.0766795,0.0652914,0.0576994,0.0531442,0.052385,0.0493482,0.0463114,0.0455522,0.0394785,0.0296089,0.0182209,0.0129064,0.00379601,0.00531442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue,380.0,5.0,0.0,0.00835123,0.0334049,0.0607362,0.0979371,0.128305,0.148804,0.174617,0.197393,0.226242,0.249018,0.269517,0.30444,0.332531,0.353788,0.366695,0.395545,0.435023,0.461595,0.444134,0.42819,0.429709,0.406933,0.38112,0.336327,0.299885,0.253574,0.208022,0.16171,0.127546,0.105529,0.0926227,0.0812347,0.071365,0.059977,0.0501074,0.0409969,0.0341641,0.0303681,0.0296089,0.0280905,0.0280905,0.0273313,0.0250537,0.0212577,0.0189801,0.0167025,0.0167025,0.0167025,0.0174617,0.0197393,0.0212577,0.0250537,0.0273313,0.0288497,0.0235353,0.0129064,0.00759203,0.00607362,0.00379601,0.00303681,0.00151841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
