#01 Light Bastard Amber,360.0,20.0,0.45909999999999995,0.5929,0.6164999999999999,0.5757,0.4679,0.3586,0.2903,0.2696,0.2969,0.38409999999999994,0.5021,0.6912,0.8238,0.8643000000000001,0.8753,0.8809,0.8820999999999999,0.8826,0.8829,0.8847
#02 Bastard Amber,360.0,20.0,0.6920000000000001,0.7347,0.7132999999999999,0.6469,0.5558,0.48700000000000004,0.4671,0.4894,0.5394,0.6805,0.7352,0.8018000000000001,0.8441,0.8517,0.8532,0.8559,0.8578,0.8591,0.8612000000000001,0.8631
#03 Dark Bastard Amber,360.0,20.0,0.46020000000000005,0.5354,0.5335,0.4878,0.4007,0.3298,0.305,0.32420000000000004,0.37579999999999997,0.4673,0.5646,0.72,0.8203,0.8462000000000001,0.8534999999999999,0.8552,0.8556999999999999,0.8573999999999999,0.8593000000000001,0.8639
#04 Medium Bastard Amber,360.0,20.0,0.48840000000000006,0.5363,0.5292,0.5162,0.4781,0.4228,0.38380000000000003,0.3788,0.41490000000000005,0.5008,0.597,0.7518,0.8499,0.8737,0.8795000000000001,0.8798999999999999,0.8786,0.8795000000000001,0.8792,0.8805
#304 Pale Apricot,360.0,20.0,0.6011,0.6762,0.6803,0.6448999999999999,0.5667,0.49219999999999997,0.4543,0.4581,0.4966,0.5771000000000001,0.6581999999999999,0.7856000000000001,0.8641,0.8825,0.8868,0.8870999999999999,0.8864,0.8873000000000001,0.8876999999999999,0.89
#05 Rose Tint,360.0,20.0,0.6242,0.7212000000000001,0.7521,0.7452,0.698,0.636,0.5881000000000001,0.5675,0.5849,0.6417,0.7111,0.7979,0.8522,0.8704000000000001,0.8771,0.8782,0.8765000000000001,0.8795999999999999,0.8806,0.8822
SG_305,360.0,20.0,0.5932999999999999,0.6681,0.6817,0.6585,0.5899,0.5171,0.4702,0.4604,0.48979999999999996,0.5636,0.6379,0.7554000000000001,0.8256999999999999,0.8411,0.8443,0.8472,0.8549,0.8654000000000001,0.8718,0.8767
#06 No Colour Straw,360.0,20.0,0.6686,0.6559999999999999,0.6365,0.6545000000000001,0.7161,0.7709,0.8090999999999999,0.8379000000000001,0.8540000000000001,0.8689,0.877,0.879,0.8808,0.8813,0.8833,0.8837999999999999,0.8826,0.8839,0.8837999999999999,0.8839
LUX_06,360.0,20.0,0.7336,0.7512000000000001,0.7147,0.6388,0.5914,0.6426000000000001,0.7831,0.8083,0.8231,0.8411,0.846,0.8468000000000001,0.8482,0.8495999999999999,0.8492000000000001,0.8552,0.8623999999999999,0.8654999999999999,0.8667,0.8684999999999999
#07 Pale Yellow,360.0,20.0,0.5226,0.4278,0.3666,0.396,0.5182,0.6453,0.7361,0.7998999999999999,0.8337,0.8602,0.8744,0.8771,0.8787999999999999,0.8793000000000001,0.8811,0.8814,0.8801000000000001,0.8805,0.8802,0.8809
LUX_08,360.0,20.0,0.6926000000000001,0.6999,0.6272,0.4943,0.4182,0.49560000000000004,0.7132999999999999,0.7229000000000001,0.7006,0.7256,0.7248,0.7954000000000001,0.8442000000000001,0.852,0.8531,0.8556999999999999,0.8578,0.8604,0.8618000000000001,0.8643000000000001
#09 Pale Amber Gold,360.0,20.0,0.5843,0.6112,0.5485,0.4698,0.3883,0.34729999999999994,0.3779,0.4752,0.5676,0.6513,0.7208,0.8138,0.8681,0.8803,0.884,0.8837999999999999,0.8826999999999999,0.8834000000000001,0.8834000000000001,0.8848999999999999
#10 Medium Yellow,360.0,20.0,0.34340000000000004,0.0635,0.0038,0.002,0.0018,0.0038,0.16690000000000002,0.7419,0.8575,0.8661,0.8719,0.8736,0.8756,0.8759999999999999,0.8786,0.8785,0.8765999999999999,0.8775,0.8767,0.8776
LUX_310,360.0,20.0,0.6392,0.5631,0.3188,0.11789999999999999,0.062,0.1734,0.6013000000000001,0.7342,0.7859,0.8276,0.8486,0.8532,0.8545999999999999,0.8565999999999999,0.8587,0.8603000000000001,0.8595999999999999,0.8608,0.8617,0.8639
#11 Light Straw,360.0,20.0,0.5498,0.48719999999999997,0.3337,0.2228,0.1535,0.1393,0.2143,0.4314,0.6414,0.7486,0.804,0.8484999999999999,0.8717,0.8778,0.8808,0.8814,0.8801000000000001,0.8815000000000001,0.8818,0.8835999999999999
LUX_12,360.0,20.0,0.3267,0.1574,0.014499999999999999,0.0023,0.0018,0.0115,0.27940000000000004,0.6212,0.7667,0.8262999999999999,0.8417,0.8498,0.855,0.8556,0.856,0.8573999999999999,0.8571,0.8589,0.8593000000000001,0.861
#312 Canary,360.0,20.0,0.0301,0.0073,0.0031,0.0019,0.0031,0.0108,0.0643,0.302,0.6364,0.7934,0.8504999999999999,0.8662000000000001,0.8715,0.8733,0.8755,0.8761,0.8748,0.8748999999999999,0.8737,0.8732
#13 Straw Tint,360.0,20.0,0.5949,0.5909,0.4924,0.39590000000000003,0.3152,0.28559999999999997,0.34119999999999995,0.4851,0.6119,0.6994,0.7622,0.836,0.8775,0.8862000000000001,0.8898999999999999,0.8902,0.8887,0.8894,0.8893000000000001,0.8908
#14 Medium Straw,360.0,20.0,0.3978,0.35590000000000005,0.2164,0.1229,0.0708,0.0591,0.105,0.2737,0.4797,0.6175,0.7041,0.7965000000000001,0.8497,0.8636,0.8682,0.8695,0.868,0.8694,0.8692,0.8709
#15 Deep Straw,360.0,20.0,0.0953,0.0341,0.0105,0.0059,0.008199999999999999,0.0168,0.0378,0.1007,0.2693,0.5102,0.748,0.8589,0.8851,0.8906999999999999,0.8942,0.8943000000000001,0.8926000000000001,0.8931999999999999,0.8919,0.8909
LUX_16,360.0,20.0,0.5952000000000001,0.6663,0.6032,0.4644,0.2995,0.18989999999999999,0.1545,0.1909,0.2879,0.5839,0.7387999999999999,0.8077,0.8459,0.8523000000000001,0.8537,0.8554,0.8545,0.8562000000000001,0.8575,0.8595
LUX_316,360.0,20.0,0.5424,0.5367000000000001,0.38,0.1912,0.1137,0.1929,0.4511,0.44789999999999996,0.386,0.4347,0.4379,0.6371,0.7990999999999999,0.8273,0.8315,0.8356999999999999,0.8378,0.8404,0.8425,0.8468000000000001
LUX_17,360.0,20.0,0.5688,0.6429,0.5842,0.44789999999999996,0.2844,0.1754,0.135,0.1519,0.2034,0.41960000000000003,0.5236999999999999,0.6923,0.8153,0.8362999999999999,0.8384999999999999,0.8420000000000001,0.8443999999999999,0.8462000000000001,0.8478,0.8504
#317 Apricot,360.0,20.0,0.2229,0.2108,0.1759,0.1818,0.20679999999999998,0.2069,0.1966,0.2021,0.2391,0.33409999999999995,0.45130000000000003,0.6734,0.8358,0.8767,0.8851,0.8872,0.8862000000000001,0.8869,0.8862000000000001,0.8867
LUX_18,360.0,20.0,0.3768,0.49420000000000003,0.4772,0.3594,0.22390000000000002,0.1465,0.1242,0.1449,0.2007,0.4128,0.5301,0.6635,0.7604000000000001,0.777,0.7809,0.7829,0.7829,0.7846,0.787,0.7912
LUX_318,360.0,20.0,0.5207,0.6101,0.5576,0.4154,0.2438,0.1319,0.0861,0.0886,0.1096,0.2588,0.336,0.5820000000000001,0.8044,0.8487,0.8562000000000001,0.8595,0.8618000000000001,0.8629000000000001,0.8659,0.8697
#19 Fire,360.0,20.0,0.0127,0.018000000000000002,0.013999999999999999,0.0062,0.0013,0.0009,0.0006,0.0003,0.0005,0.0019,0.0121,0.14730000000000001,0.5448,0.7764,0.8408,0.8606999999999999,0.8663,0.8676,0.868,0.8684999999999999
#20 Medium Amber,360.0,20.0,0.2764,0.2685,0.1561,0.0801,0.0379,0.0259,0.0415,0.11259999999999999,0.2245,0.3528,0.4815,0.6925,0.836,0.8711,0.8775,0.8791,0.8781,0.8784000000000001,0.8768,0.8751000000000001
LUX_21,360.0,20.0,0.1575,0.18469999999999998,0.11289999999999999,0.0558,0.021400000000000002,0.010700000000000001,0.0131,0.031200000000000002,0.0689,0.1445,0.2601,0.5428000000000001,0.7976000000000001,0.8687,0.8795999999999999,0.8823000000000001,0.8819,0.8818,0.8809,0.8798999999999999
LUX_321,360.0,20.0,0.0001,0.46990000000000004,0.4354,0.22390000000000002,0.0623,0.0233,0.0706,0.27149999999999996,0.2698,0.20329999999999998,0.2484,0.2509,0.48950000000000005,0.7162999999999999,0.7297,0.7014,0.6785,0.66,0.6819,0.7629
#22 Deep Amber,360.0,20.0,0.0087,0.0567,0.057999999999999996,0.0147,0.0031,0.0009,0.0006,0.0015,0.0049,0.024300000000000002,0.09449999999999999,0.3239,0.6454000000000001,0.8088,0.8497,0.8575,0.8586,0.8568000000000001,0.8613,0.8662000000000001
